"Gene"	"SN_1"	"SN_2"	"SN_3"	"SN_4"	"ON_1"	"ON_2"	"ON_3"	"ON_4"	"SPF_1"	"SPF_2"	"SPF_3"	"SPF_4"	"SPF_5"
"Vmn1r26"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rps15-ps2"	2	1	0	0	2	1	1	2	2	1	2	1	0
"Vmn1r-ps14"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vmn1r-ps15"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm6695"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vmn1r-ps16"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vmn1r-ps17"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20718"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43994"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vmn1r-ps18"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vmn1r27"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vmn1r-ps19"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vmn1r28"	0	0	0	0	1	0	0	0	0	0	0	0	0
"Vmn1r29"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20674"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vmn1r-ps20"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vmn1r30"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm44016"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vmn1r-ps21"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm44042"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20673"	0	0	1	3	1	0	0	0	0	0	0	0	0
"Vmn1r31"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vmn1r-ps22"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vmn1r-ps23"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20672"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Abcg2"	497	713	417	488	865	1205	1028	890	673	2118	1954	2101	2069
"Gm43899"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Herc3"	51	25	81	20	108	95	105	88	10	38	23	82	68
"Nap1l5"	0	1	0	0	0	0	0	0	39	2	0	1	10
"Fam13a"	42	162	13	73	25	43	2	64	182	159	180	393	287
"Gm45060"	0	0	0	0	0	0	0	0	0	0	0	0	0
"BB365896"	3	0	0	0	0	0	0	0	21	11	5	2	0
"Gm45061"	4	0	0	0	0	0	0	0	0	0	0	0	0
"Gm19165"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm22367"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43905"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tigd2"	228	267	265	299	626	413	224	570	540	1118	1298	1025	1071
"Gprin3"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm22622"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm18012"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm5570"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm22723"	0	0	0	0	0	0	0	0	0	0	0	0	0
"n-R5s162"	0	0	0	2	0	0	0	0	0	0	0	0	0
"A530053G22Rik"	0	0	0	8	0	0	0	0	0	0	0	1	0
"Gm44389"	3	2	0	2	1	2	8	3	3	1	0	1	1
"Gm44410"	0	0	0	0	0	0	0	0	0	0	0	1	0
"Gm35386"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Snca"	17	0	4	12	0	0	0	0	37	0	1	0	0
"Mageb16-ps2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43864"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43867"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mmrn1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm18838"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43892"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43893"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43894"	0	0	0	0	0	0	0	0	0	0	0	0	0
"A730020E08Rik"	0	0	0	0	0	0	0	0	1	0	0	0	0
"Ccser1"	0	0	1	1	0	1	0	0	0	0	0	0	0
"Gm43898"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43896"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43897"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43895"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm19237"	0	0	0	1	0	0	0	0	0	0	0	0	0
"Gm44088"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm44092"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm18540"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm5001"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm19131"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nasp-ps1"	0	0	0	0	0	0	0	0	0	1	0	0	0
"Gm22212"	0	0	0	0	0	0	0	0	0	0	0	0	0
"9330118I20Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Grid2"	0	0	0	8	0	0	0	0	1	0	0	1	0
"Gm44071"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm44075"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm44072"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20144"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm25205"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Atoh1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm18839"	0	0	1	0	0	0	0	0	0	0	0	0	0
"Gm44038"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm15534"	0	0	0	0	1	0	0	0	0	0	0	0	0
"Smarcad1"	444	448	290	403	306	479	382	536	709	1295	1151	1215	1255
"Hpgds"	3261	3523	2572	2773	7487	7657	7413	5180	10546	13777	7047	9353	8699
"Gm17147"	1	19	15	9	0	21	16	48	45	45	26	62	34
"Gm44419"	5	5	6	5	0	2	3	6	2	16	8	9	18
"Gm3549"	0	0	0	0	0	0	0	0	3	0	0	7	0
"Gm44058"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm44059"	0	0	0	2	0	0	0	0	0	0	0	0	0
"Gm20177"	0	1	0	0	1	2	1	1	1	0	0	0	0
"Gm44060"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm44061"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm8479"	0	0	0	0	0	0	0	0	0	0	0	0	0
"C130060K24Rik"	0	0	0	1	0	0	0	0	0	0	0	0	0
"Gm18716"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm18913"	3	0	1	2	1	1	2	3	5	7	0	2	2
"Tnip3"	8959	10708	11851	11087	523	440	401	332	0	0	0	0	0
"Ndnf"	89	214	170	232	2	26	3	0	24	2	0	2	1
"Gm15490"	0	1	0	1	1	0	0	0	0	0	0	0	0
"Gm16838"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Prdm5"	23	0	0	2	0	0	0	0	93	7	37	20	30
"Gm23543"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm20445"	0	0	0	0	0	0	0	0	15	0	0	0	0
"4930544G11Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm44404"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm23625"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm5876"	0	0	0	5	0	0	1	2	0	3	1	1	0
"Gm44289"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm31520"	0	0	0	0	0	0	0	0	0	0	0	1	0
"Gm44281"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm44233"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm44029"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm19764"	0	1	3	1	0	1	0	0	0	0	1	0	1
"Gm6786"	0	1	0	1	0	0	0	0	0	0	0	0	0
"Mad2l1"	266	312	290	166	200	199	152	98	5	142	130	235	230
"Vmn1r32"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm5307"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vmn1r33"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vmn1r34"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vmn1r35"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm6794"	1	1	5	4	2	1	4	1	1	0	1	3	0
"Vmn1r36"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vmn1r37"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm44261"	0	0	0	0	0	1	0	0	0	0	0	0	0
"Gm4045"	2	1	1	1	3	1	1	0	0	4	0	1	2
"Vmn1r-ps24"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vmn1r38"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vmn1r39"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm9794"	18	29	24	24	36	25	16	18	20	21	10	12	23
"4930597O21Rik"	0	0	0	0	0	0	0	0	6	0	0	0	0
"Gng12"	1309	1744	1603	1543	1547	1335	1468	1383	341	1352	1452	1630	2026
"Gm43956"	2	13	4	0	9	3	0	15	0	28	8	24	9
"Gm15644"	0	0	0	0	0	0	0	0	14	6	0	0	0
"Gm29848"	0	0	0	0	0	0	0	0	17	0	0	0	0
"Gm25260"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gadd45a"	175	171	124	194	281	373	227	288	3	7	12	17	9
"E230016M11Rik"	0	3	2	0	18	0	1	4	8	22	21	0	0
"A430010J10Rik"	8	6	9	15	11	8	2	5	31	28	9	8	8
"Gm44051"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm8566"	0	2	0	3	0	1	5	2	1	2	0	0	0
"Gm44052"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Serbp1"	2767	2891	2408	2856	4198	3452	3163	3218	2824	5185	2942	3465	3567
"Gm44050"	0	0	0	0	0	0	0	0	1	0	0	0	0
"Il12rb2"	4	1	0	41	51	30	96	37	7	33	51	45	79
"Gm8574"	0	0	0	0	0	0	0	0	0	0	1	0	0
"Gm44208"	1	0	0	0	0	0	0	0	0	0	0	0	0
"Gm4761"	0	1	1	0	0	1	1	0	1	2	0	0	0
"Gm44083"	0	0	1	2	0	0	0	0	0	0	0	0	0
"Il23r"	0	0	0	3	0	0	0	0	0	0	0	0	0
"Gm42889"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tacstd2"	1	0	1	3	0	0	1	0	0	0	0	0	0
"Igkv2-137"	0	0	0	0	0	0	0	0	0	0	0	0	0
"4930515G16Rik"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv1-136"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv1-135"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm9728"	3	1	1	3	0	1	1	2	1	0	1	1	2
"Rpl18a-ps2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv14-134-1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv17-134"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv1-133"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm5308"	6	1	4	0	0	1	3	0	0	0	2	0	2
"Rpl18a-ps3"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43284"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv1-132"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv1-131"	0	0	0	1	0	0	0	0	0	0	0	0	0
"Gm18980"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv14-130"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm22425"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm24911"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv9-129"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv9-128"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv17-127"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv14-126-1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm9729"	0	0	0	1	1	0	0	1	1	0	0	0	1
"Igkv14-126"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm25910"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv11-125"	0	0	0	1	0	0	0	0	0	0	0	0	0
"Igkv9-124"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv9-123"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv1-122"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv17-121"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv9-120"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv9-119"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv14-118-2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv14-118-1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43739"	0	0	0	2	0	0	0	0	0	0	0	0	0
"Gm5309"	0	0	0	0	1	0	0	0	0	1	0	0	0
"Igkv11-118"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv1-117"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43171"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43170"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv2-116"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv1-115"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv11-114"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv2-113"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm4873"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv2-112"	0	0	0	1	0	0	0	0	0	0	0	0	0
"Igkv14-111"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm25436"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv1-110"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43007"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm42612"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv2-109"	0	0	0	0	0	0	0	0	1	0	0	0	0
"Igkv1-108"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv2-107"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv11-106"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv2-105"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm5310"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv16-104"	0	0	0	1	0	0	0	0	1	0	0	0	0
"Igkv15-103"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv15-102"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv20-101-2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv15-101-1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv15-101"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv14-100"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm25833"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv1-99"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv12-98"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv15-97"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv10-96"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv2-95-2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv2-95-1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv10-95"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv10-94"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv2-93-1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm40414"	1	0	0	0	0	0	1	1	0	0	0	0	0
"Igkv19-93"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-92"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm42925"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-91"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-90"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm42924"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv12-89"	0	0	0	1	0	0	0	0	0	0	0	0	0
"Igkv1-88"	0	0	0	1	0	0	0	0	0	0	0	0	0
"Gm42539"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm42543"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm42542"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv13-87"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43710"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-86"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv13-85"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv13-84"	0	0	0	0	0	0	0	0	0	0	2	0	0
"Igkv4-83"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv13-82"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-81"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv13-80-1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-80"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-79"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv13-78-1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-78"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43583"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-77"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv13-76"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-75"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv13-74-1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-74"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv13-73-1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-73"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-72"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv13-71-1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-71"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-70"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-69"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-68"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv12-67"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rprl1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv12-66"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-65"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv13-64"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-63"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv13-62-1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-62"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv13-61-1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-61"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-59"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-60"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-58"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rn7s6"	1	5	5	1036	12	14	2	14	18	44	21	14	20
"AC156953.1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv13-57-2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-57-1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv13-57-1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-57"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv13-56-1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-56"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv13-55-1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-55"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv13-54-1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-54"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-53"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm42606"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-51"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm42958"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv4-50"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv12-49"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv5-48"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv12-47"	0	0	0	0	1	0	0	0	0	0	0	0	1
"Igkv12-46"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv5-45"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv12-44"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv5-43"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv12-42"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv12-41"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv5-40-1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv12-40"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv5-39"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43220"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv12-38"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv5-37"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv18-36"	0	0	0	1	0	0	0	0	0	2	0	0	0
"Igkv1-35"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm23694"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43586"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv8-34"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv7-33"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv6-32"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv8-31"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv8-30"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm42818"	0	0	0	1	0	0	0	0	0	0	0	0	0
"Igkv6-29"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv8-28"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm24096"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv8-27"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv8-26"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm8828"	0	0	0	0	1	0	0	0	0	0	0	0	0
"Igkv6-25"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv8-24"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43218"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv6-23"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm8836"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm11065"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv8-22"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv8-21"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amd-ps5"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv6-20"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv8-19"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv8-18"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm8848"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv6-17"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv8-16"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm42667"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv6-15"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm8853"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm10360"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm6157"	0	0	0	0	0	1	0	0	0	0	0	1	0
"Igkv6-14"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm8862"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv6-13"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm8872"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm42720"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm42773"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv3-12-1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv3-12"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv3-11"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv3-10"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv3-9"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv3-8"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv3-7"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv3-6"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv3-5"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv3-4"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv3-3"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv3-2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkv3-1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43291"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkj1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkj2"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkj3"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkj4"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkj5"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Igkc"	0	1	0	0	0	0	0	0	0	0	0	0	0
"Rpia"	28	29	35	12	70	62	17	48	431	425	45	109	94
"Eif2ak3"	161	192	216	133	232	130	183	167	219	927	1015	1354	1146
"Gm23346"	0	2	0	0	2	1	0	2	43	10	1	2	3
"Gm43292"	7	1	0	0	1	0	0	1	59	66	3	29	29
"Tex37"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Foxi3"	0	0	0	0	0	0	0	0	1	0	0	0	0
"Gm23485"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm43906"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rpl34-ps1"	1	1	0	1	1	0	2	1	0	1	0	0	0
"Thnsl2"	51	179	42	54	172	154	174	153	26	190	206	175	127
"Gm44427"	0	0	0	0	1	0	0	0	0	0	0	0	0
"Fabp1"	0	0	0	0	0	0	0	0	0	0	1	0	0
"Smyd1"	2	0	0	4	0	0	1	0	0	0	0	0	0
"Mir8112"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Krcc1"	1102	1407	1057	1126	3126	2240	2148	1581	3800	3989	2415	2848	2733
"Gm44321"	16	1	21	10	9	0	0	39	135	172	20	5	108
"Gm1070"	0	0	0	1	32	5	0	0	47	0	68	79	23
"Cd8b1"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm44110"	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gm44111"	0	1	0	1	0	0	0	0	0	0	0	0	0
"Gm44174"	0	0	0	0	0	0	0	0	0	0	0	0	0
